product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
8aba3ad68202f2aeee71c889cb67c9a9,papelaria,27.0,852.0,4.0,1750.0,53.0,4.0,43.0
b948a6dd0adccdcf3ea81888bf678924,bebes,47.0,791.0,1.0,850.0,40.0,40.0,12.0
a79ae5e76295aa86fb2a41afaa708074,brinquedos,32.0,479.0,1.0,250.0,27.0,11.0,21.0
184908160c13d25f992d86d43cba2e90,telefonia,38.0,654.0,3.0,50.0,20.0,4.0,11.0
76706412ce5e2ae50ebcd57177232861,telefonia,58.0,1263.0,1.0,150.0,19.0,5.0,11.0
cdce55fb5fbe6b24f00f27364a8afde3,bebes,30.0,1219.0,1.0,1657.0,41.0,23.0,42.0
c765fb286266d05deb16689631d841e1,papelaria,53.0,251.0,2.0,700.0,37.0,6.0,29.0
ed996a90597b8541c387ce93622ac44c,automotivo,59.0,833.0,3.0,50.0,24.0,2.0,17.0
cdffe00d071bd489fb4fab5cded4a5a2,bebes,59.0,121.0,1.0,1900.0,39.0,16.0,40.0
33fb5f691f9219b5d60d856191aea6a4,bebes,52.0,653.0,4.0,3600.0,36.0,40.0,33.0
fdc52cfa6830ea1f04bc31c0939b2357,audio,52.0,1125.0,1.0,300.0,16.0,16.0,16.0
51f69f174d94a288c7c6d03095ccea9b,telefonia,57.0,364.0,1.0,150.0,22.0,7.0,14.0
2338a290bd0581fde51b770baeddb0a6,artes,49.0,571.0,1.0,4800.0,40.0,10.0,30.0
436bc964ed67950b4956ce42cda4b350,perfumaria,40.0,975.0,2.0,83.0,16.0,11.0,13.0
ff4f5b008c32f80c3f952b2b56a28e04,brinquedos,43.0,640.0,2.0,1600.0,38.0,26.0,40.0
1b58ea6b563c9841db97e6923d18cc69,bebes,38.0,1207.0,2.0,7550.0,42.0,25.0,15.0
f4f8823fb84272f90fd1311532effb71,eletroportateis,44.0,196.0,2.0,150.0,16.0,12.0,16.0
56cd306d7a869c029cd2f165e4dc928e,automotivo,58.0,341.0,3.0,150.0,24.0,2.0,17.0
4228948b18fa440eee77ce59e7051853,telefonia,55.0,712.0,2.0,200.0,20.0,20.0,20.0
63bff8e34e5c639696856394be9a9ac1,papelaria,45.0,209.0,1.0,800.0,16.0,48.0,33.0
a412e6de2f924b291fcd8911e0f25eae,brinquedos,20.0,345.0,1.0,760.0,30.0,28.0,21.0
3d514fecadf6cef40a2a32a3c20cd1c8,brinquedos,46.0,1533.0,6.0,350.0,25.0,16.0,16.0
abe90b94fe9bb697a9f2bd7e25029c2f,audio,44.0,885.0,1.0,1360.0,28.0,21.0,24.0
72d3bf1d3a790f8874096fcf860e3eff,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0
8820ae0ed6d06aa20f6ff430acb8651d,bebes,59.0,2270.0,2.0,450.0,69.0,11.0,11.0
bc072f287b475a918c00b3478d1bcef9,automotivo,55.0,3479.0,4.0,2500.0,21.0,18.0,16.0
b10d71016458b5278240f4ff330f5d3a,eletrodomesticos,59.0,161.0,1.0,150.0,18.0,8.0,13.0
97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40.0,395.0,1.0,200.0,22.0,14.0,17.0
22633013199a5fbb2c0094a6e2802386,brinquedos,53.0,31.0,1.0,600.0,25.0,30.0,20.0
731509faf04a1b5119c24cc34f0d790e,perfumaria,51.0,1003.0,1.0,550.0,16.0,16.0,22.0
a142a106133a43bc55573a6a77be9d57,climatizacao,55.0,1081.0,1.0,300.0,20.0,5.0,16.0
7b1f8f93b6f8c691bb739451774f07b0,automotivo,52.0,1009.0,1.0,600.0,20.0,20.0,20.0
c925e3dea45558e88442e52f0cf3d7e9,automotivo,56.0,919.0,5.0,200.0,23.0,3.0,16.0
cf9acdb2a4cecac3bd28a9a3e7bbe615,automotivo,35.0,923.0,3.0,15850.0,56.0,15.0,15.0
0645b477d9a79945e55ec6be1605b5a0,brinquedos,13.0,452.0,2.0,1200.0,40.0,28.0,28.0
99261353f5a1325e45c9f6e6c81ca0f3,eletronicos,57.0,150.0,1.0,100.0,17.0,8.0,12.0
4105d1e0439f5f75b5da2a645905d747,brinquedos,37.0,1192.0,2.0,900.0,20.0,20.0,22.0
210927ec4e766c525d07a1c17d4bb578,papelaria,49.0,414.0,1.0,150.0,20.0,20.0,20.0
089245791e0895da94a8791bd68a2085,automotivo,57.0,176.0,4.0,150.0,20.0,20.0,20.0
9bfc55df037ce3ac01bfd84781adf7e5,audio,45.0,1654.0,3.0,530.0,19.0,14.0,15.0
9c5cec867c62c0ec4674b002eb1c3e0c,eletrodomesticos,33.0,94.0,1.0,15875.0,54.0,46.0,32.0
711032db75fae9c76c17020aa359a99d,telefonia,34.0,875.0,2.0,296.0,16.0,9.0,22.0
8528c3cdea861b628e7628da757ba5a7,automotivo,52.0,148.0,1.0,300.0,16.0,5.0,11.0
6e7068f054aef49b1900247c5c1b752b,automotivo,57.0,1087.0,1.0,100.0,20.0,10.0,20.0
110adb18eeba9a0984478ee3c9302e16,automotivo,60.0,1659.0,3.0,550.0,16.0,21.0,18.0
54a0f3e8ca45ad0d439759eda20c864d,telefonia,59.0,2989.0,6.0,250.0,16.0,16.0,16.0
374ec50a47f4522268202535a9b0e821,telefonia,55.0,463.0,2.0,200.0,19.0,4.0,20.0
e9beecfff0ff694e24d6e8d18c855fbd,brinquedos,60.0,510.0,1.0,275.0,20.0,7.0,13.0
8f5cd67d0e2be158ff1e6c0b841686a4,telefonia,60.0,818.0,6.0,350.0,17.0,4.0,12.0
3cb39171fd36c50097f2dedbbe0dfe6e,automotivo,60.0,3136.0,4.0,100.0,17.0,10.0,15.0
52fa1c39166d4ec1aaeb465c2e4ed999,papelaria,43.0,365.0,1.0,150.0,16.0,10.0,15.0
c6cd44f8f6b12ff7a20d0b51ff3bfc82,brinquedos,53.0,1202.0,2.0,800.0,16.0,30.0,16.0
6252b27a90918a7503170102a8b630a9,eletronicos,55.0,414.0,3.0,300.0,19.0,6.0,13.0
efa00ca4229c1a9fa813fd0a872cbb1e,perfumaria,53.0,342.0,1.0,550.0,24.0,8.0,15.0
5ff4076c0f01eeba4f728c9e3fa2653c,bebidas,28.0,242.0,1.0,2000.0,19.0,38.0,19.0
db6065d633b0e40022ef1de6181bd1dc,brinquedos,55.0,1223.0,1.0,450.0,18.0,12.0,12.0
eee06252189d5bb575a31c9672cd67ed,automotivo,59.0,380.0,2.0,1900.0,48.0,10.0,40.0
25c609f360a2c4de3b112e3fd9a16a24,automotivo,42.0,1660.0,3.0,3225.0,39.0,14.0,26.0
797db4aaf1d7db19f13d21423f07b8e1,automotivo,60.0,1465.0,10.0,22900.0,87.0,40.0,30.0
6a869de4b940e2bb63a0f869754a9c34,automotivo,50.0,1168.0,2.0,723.0,23.0,15.0,15.0
55403fdc84a027ae6565b360af50e1ee,perfumaria,59.0,1128.0,2.0,5446.0,21.0,14.0,18.0
067f55bc1dd1107c9be607b643d433b3,automotivo,27.0,490.0,1.0,550.0,20.0,10.0,15.0
061b1614b0e2a54bb06f23af8308b55d,telefonia,60.0,625.0,3.0,350.0,17.0,4.0,12.0
c3f0567155098730c30259bf19b54fdc,bebes,57.0,345.0,2.0,200.0,20.0,10.0,20.0
8ec34ae48c0cc0ed37d37f31aad47c99,automotivo,56.0,368.0,5.0,700.0,80.0,4.0,11.0
bef21943bc2335188429e1638ef99b81,telefonia,24.0,222.0,2.0,200.0,16.0,2.0,12.0
de2505e32f3a22f6b80bb58d798c4ccf,papelaria,27.0,243.0,3.0,850.0,16.0,4.0,11.0
c8d90cfcce13c0471dc483876a080e87,telefonia,50.0,599.0,1.0,275.0,18.0,4.0,12.0
c2613aec0520c43e665ff0d037adbfa7,telefonia,37.0,416.0,3.0,100.0,19.0,3.0,11.0
2f07e976774b91520e17dd3b2dba73c3,climatizacao,60.0,1428.0,2.0,6750.0,59.0,17.0,37.0
691e72a37278e33ac031c3976358446b,brinquedos,53.0,433.0,1.0,900.0,40.0,12.0,30.0
2c01eb4d04c415d2ddef3a769b61a426,papelaria,60.0,814.0,1.0,400.0,40.0,20.0,20.0
fcf4c9a897ae906e5a467ebf4589dffd,bebes,60.0,262.0,1.0,987.0,25.0,25.0,25.0
6a56304794f91b7996022b7ce5337371,papelaria,42.0,157.0,1.0,3499.0,29.0,37.0,30.0
7d08c685504c66533015d5366856da12,brinquedos,53.0,346.0,1.0,400.0,25.0,15.0,30.0
ab6edd00a29d1e29948284a492497854,eletrodomesticos,56.0,164.0,1.0,300.0,20.0,13.0,12.0
67cf741b2e7fa5801046eeb8b95b8aa8,telefonia,59.0,734.0,4.0,250.0,17.0,4.0,12.0
3ae687254f61c1ee2d53a48299fc2cc7,automotivo,59.0,1106.0,3.0,600.0,60.0,8.0,40.0
c5b6cb0ce3279d64025831b972bf5dee,papelaria,59.0,354.0,3.0,6050.0,38.0,30.0,28.0
f98669b114883609dce5f0ded424d81b,automotivo,57.0,651.0,5.0,5850.0,78.0,4.0,47.0
21d7610668a41f5ef8f24bfa0e13b315,eletronicos,31.0,1587.0,1.0,7738.0,58.0,28.0,40.0
f2577870331ed710015cbfb36ce2e027,bebes,52.0,224.0,2.0,6200.0,75.0,15.0,50.0
bcc8dd5518ca336cfcdbb681592df5e3,brinquedos,52.0,700.0,1.0,7400.0,60.0,18.0,40.0
c7dd52c6177b277973286c741e7894cb,brinquedos,37.0,1156.0,1.0,600.0,17.0,10.0,12.0
189e7a415a45b6367968db09150ca2e5,automotivo,60.0,891.0,5.0,950.0,32.0,6.0,29.0
72dd2e7b7e10b8a4083e53c7867c1564,bebes,48.0,835.0,5.0,83.0,19.0,8.0,12.0
a4ae122069f05f8ac775375a4f00a907,telefonia,42.0,318.0,1.0,100.0,19.0,3.0,11.0
c10b7cf3152ae68bd9b4713b2230080d,eletrodomesticos,59.0,68.0,1.0,11100.0,16.0,16.0,11.0
ede21d9928e12f59d3dcd5586c77cf09,musica,58.0,288.0,3.0,1100.0,16.0,2.0,11.0
64bf5586d3916fc7f5b671afd0cfeb7a,papelaria,56.0,281.0,1.0,250.0,16.0,4.0,13.0
2dbb8a778d6cdc850691e7e18eea06ba,brinquedos,57.0,1012.0,6.0,6350.0,37.0,27.0,37.0
effa78286556d5e79cda2b4aba96a534,brinquedos,53.0,190.0,5.0,700.0,20.0,30.0,31.0
f1a052d6459a75dae281e66827d6df8b,automotivo,58.0,825.0,1.0,2950.0,28.0,5.0,30.0
0367635ea4efa4eb15a29f1e05887851,bebes,59.0,415.0,1.0,1150.0,35.0,17.0,44.0
b5dfd307658435bd981ff29e6da7e77a,bebes,44.0,247.0,2.0,100.0,25.0,4.0,15.0
3f17be73cd550ddcf19e0e60c3fa14b2,brinquedos,42.0,537.0,1.0,484.0,25.0,16.0,18.0
73a1c27772beb35c2b0caf9a809570f8,automotivo,58.0,217.0,2.0,150.0,25.0,15.0,15.0
35819a9e5342bae7ad7a0016460dee25,eletronicos,48.0,476.0,1.0,150.0,24.0,8.0,12.0
c968bbc4dfb718031488d3f109fee500,bebidas,26.0,165.0,1.0,1400.0,18.0,32.0,22.0
cb69547b36cd7dd0fd98f7e6469dfd51,papelaria,42.0,196.0,4.0,850.0,40.0,15.0,30.0
a188cd985f0f3f455caaba35a00dc5ff,papelaria,58.0,474.0,3.0,1100.0,30.0,20.0,40.0
9c522bd0c17e3f233d657b8faec798b6,automotivo,60.0,865.0,6.0,2050.0,30.0,25.0,30.0
f520d24c6aa8c9b6e73e45517de7dad7,automotivo,54.0,1310.0,1.0,1550.0,42.0,19.0,25.0
77ddf7d9682490a7d50e7d580460d4c1,papelaria,53.0,950.0,8.0,1050.0,16.0,10.0,50.0
6c8b94e30aa28faa5184176c25f137cb,eletrodomesticos,56.0,87.0,1.0,150.0,20.0,13.0,15.0
108fc05afc7b739e4a355e2bfa12bdc2,bebes,58.0,1149.0,2.0,500.0,30.0,10.0,30.0
7a1ea9e2e4d3d489e8f3ff502a7f8458,automotivo,52.0,260.0,3.0,1050.0,30.0,15.0,25.0
37e65c3560cce352429c7290f74bf7ec,bebes,56.0,1627.0,3.0,1250.0,42.0,25.0,15.0
b4183f86c9a0c7a13138ff4575114f76,brinquedos,56.0,545.0,4.0,900.0,17.0,40.0,14.0
a25e87065dc111adf2944d046ab3eda1,perfumaria,23.0,68.0,1.0,400.0,35.0,15.0,25.0
b1631003bdbc3b1e876f83a7d851d74a,perfumaria,48.0,1003.0,4.0,350.0,18.0,11.0,20.0
37108281cfb6d9fa07baf471f27eed76,papelaria,53.0,1291.0,3.0,500.0,25.0,15.0,20.0
93f9c7eb069e7ef8685ebe71ca606135,telefonia,57.0,762.0,3.0,1700.0,16.0,4.0,11.0
8ea331107c7373a412b73374be7c6736,perfumaria,43.0,503.0,1.0,600.0,16.0,2.0,11.0
eaa3c87492892d3e6861f0939b4dbada,eletrodomesticos,44.0,113.0,1.0,100.0,20.0,13.0,15.0
81d34fb425382e189529a619f8f2c077,automotivo,55.0,583.0,1.0,200.0,24.0,18.0,18.0
707e0fe138efb7009e1cd32efe19ce83,automotivo,49.0,182.0,2.0,2050.0,41.0,31.0,31.0
ebccaf8ddfeb6858f6cf417708159453,bebes,32.0,449.0,1.0,1100.0,29.0,12.0,32.0
216fc7d2fe90eccd658f30cab5bafa83,brinquedos,50.0,1116.0,6.0,550.0,22.0,12.0,17.0
d5b703c271f43f9c588a6f512a00f77e,brinquedos,27.0,531.0,4.0,150.0,16.0,7.0,20.0
68c7b730377e83ef83e053ca3785b8d4,brinquedos,40.0,1215.0,1.0,350.0,19.0,13.0,14.0
fa6033d3f009f79e0214038467cab55e,automotivo,55.0,891.0,3.0,623.0,18.0,16.0,16.0
50d1502fbc61f2be86ac6855552fc1b5,papelaria,46.0,346.0,3.0,300.0,16.0,12.0,12.0
7b2fc344801b7bd210743493b0cf9385,telefonia,50.0,262.0,1.0,100.0,19.0,3.0,11.0
af2ce88035b65e8f987e8038fa87098b,bebes,60.0,112.0,1.0,850.0,30.0,7.0,30.0
31ddb1ee64afc01b90d5025db261a737,automotivo,57.0,1298.0,3.0,475.0,17.0,18.0,16.0
61c59ebbb2d9510287434ab66f6fc237,automotivo,60.0,695.0,6.0,6050.0,56.0,11.0,32.0
fe01b643060a6446e59f58e3021e66b3,perfumaria,40.0,659.0,2.0,1250.0,26.0,21.0,20.0
e41e130eb1fdd3eb4906ccf2ade8a86a,brinquedos,42.0,223.0,1.0,600.0,45.0,15.0,35.0
78ab491fca1a263dc3d1a16833c57016,perfumaria,29.0,648.0,1.0,550.0,25.0,8.0,14.0
770c257cdfc072fb50ebf2bbd6696fe1,bebes,54.0,581.0,1.0,1150.0,18.0,18.0,11.0
7bcdb99b3fc6f5c31ab72c04b5a99359,perfumaria,55.0,672.0,1.0,583.0,28.0,14.0,19.0
25830cd3f917e51e463f79c181a670ae,audio,59.0,477.0,1.0,300.0,17.0,17.0,17.0
bd7cd34fc6d02e730221b11edc354aae,brinquedos,36.0,651.0,2.0,704.0,25.0,22.0,23.0
3c37a8a5d5ef2eca9d5e6ccf39673031,bebes,28.0,260.0,3.0,1836.0,33.0,28.0,20.0
25d4f8db663ac141a7449e399287b4c8,brinquedos,47.0,1154.0,5.0,250.0,24.0,8.0,16.0
f53c1d686fa4b8fe84636440f7a772da,automotivo,57.0,931.0,4.0,1600.0,20.0,20.0,20.0
cef211702e18d39ca1a4b6d2d6580c0d,eletroportateis,38.0,566.0,1.0,1200.0,35.0,35.0,35.0
9af9fb5e25c1c09f035e01b7936f6c6e,bebes,18.0,1311.0,3.0,650.0,21.0,10.0,15.0
72c0ede833dac61a24ac9a7c394066a5,papelaria,53.0,215.0,2.0,1250.0,38.0,30.0,28.0
1d297ac3d18250759eb36e8b6c18fb5b,perfumaria,48.0,881.0,1.0,700.0,25.0,12.0,25.0
eb47d7ea4e5611684330021baa317c17,bebes,60.0,1882.0,4.0,12467.0,35.0,57.0,52.0
31b4eff484cd1e463ed3ee1a566f84c0,papelaria,43.0,385.0,1.0,450.0,16.0,10.0,11.0
52b5ed64c8cd6a9cd6c33f2a7033991a,perfumaria,40.0,209.0,2.0,600.0,16.0,2.0,11.0
99903e1e018dd80869032e7e79802059,papelaria,60.0,435.0,4.0,350.0,101.0,15.0,15.0
570bc3b3d1e5e422e2f48dda6adf72d7,telefonia,37.0,249.0,3.0,300.0,19.0,4.0,11.0
0abc19e41fdc9d6894b8cae651619253,eletronicos,60.0,3109.0,6.0,15750.0,70.0,90.0,20.0
1567eb3a02b49c99d7d07045e9ce94f5,automotivo,54.0,1081.0,6.0,1900.0,25.0,15.0,20.0
af130e20a3a8eb7fcb9a8940d6984d88,papelaria,50.0,712.0,1.0,1100.0,31.0,39.0,16.0
ca83ea24493d1cdaa236098ae779b175,eletroportateis,51.0,2396.0,7.0,3567.0,35.0,9.0,27.0
4b7e33b62e843418e0e924285c374739,brinquedos,43.0,225.0,1.0,300.0,45.0,15.0,35.0
3ebc8cc75e312d29b5120d0cdc20bb4e,automotivo,57.0,1404.0,3.0,250.0,18.0,15.0,15.0
bc855e59a6a8653f16264bc6d5b3f7aa,papelaria,54.0,321.0,2.0,1200.0,21.0,48.0,31.0
b5f2e8a3a5468c998e821b0cc15ca5c3,telefonia,60.0,757.0,2.0,225.0,16.0,19.0,18.0
f39e720d7174b473f81e8a7103e562fb,papelaria,50.0,226.0,1.0,1600.0,18.0,40.0,30.0
d14b123540fc5edbd4b0fbc48102a6c4,papelaria,56.0,599.0,2.0,175.0,18.0,14.0,22.0
c072e7b87c8413341505d50d8234fbc2,papelaria,49.0,151.0,4.0,7900.0,35.0,55.0,25.0
eb4ce1251cfec891df49b09dda5095b0,alimentos,37.0,499.0,1.0,600.0,22.0,10.0,16.0
cd20f878813b93b6ad1df1b299775b0d,automotivo,59.0,872.0,2.0,1750.0,16.0,16.0,16.0
f8375e9fa93ad89af5386c8d0ff4e186,papelaria,58.0,495.0,3.0,825.0,22.0,32.0,22.0
839b343ccad29692924f7db0e7aceca4,eletrodomesticos,52.0,488.0,1.0,300.0,18.0,8.0,13.0
c342f482010f1ec6d94f55102e4994b9,automotivo,56.0,461.0,5.0,400.0,30.0,11.0,15.0
27cef810f33a53a546e924bd77b07cb3,papelaria,49.0,541.0,2.0,800.0,45.0,25.0,35.0
71fc2a7d96a222b04e4131cfc006f265,telefonia,33.0,712.0,4.0,262.0,17.0,12.0,14.0
439dee65f97bb5e70b021e1e7cf54a5e,telefonia,59.0,2124.0,6.0,100.0,18.0,7.0,16.0
ef25f91f23e39577fa6ddf93103876b1,papelaria,53.0,317.0,3.0,5350.0,38.0,30.0,28.0
0d43f8d3ba891d985e8087bf048d3f85,papelaria,44.0,240.0,1.0,100.0,16.0,20.0,20.0
95e67a8fbaf668c2d060eb3938a0c999,telefonia,56.0,1736.0,1.0,450.0,16.0,16.0,16.0
6f46af5fc09325dce08d1e8173d157d6,brinquedos,56.0,352.0,2.0,500.0,16.0,20.0,15.0
b1cbf530dc2a793ced8e0768ffcce501,telefonia,40.0,580.0,2.0,100.0,16.0,3.0,11.0
9ccf0137597c7461ba6c1d306a13f7ac,bebes,49.0,1162.0,1.0,100.0,16.0,2.0,11.0
730e0343a68b7cebc35ad4d14cf9f7af,automotivo,59.0,1180.0,2.0,150.0,16.0,5.0,11.0
7aa0cae255d70952492eb4b58b4815e7,artes,45.0,745.0,1.0,4500.0,40.0,10.0,30.0
3b0f7951038b105522c2d566b54421f7,telefonia,56.0,341.0,1.0,175.0,17.0,6.0,13.0
47277d35dcfa53f5bee3d98ec3031c8a,automotivo,55.0,840.0,1.0,2900.0,45.0,20.0,45.0
473795a355d29305c3ea6b156833adf5,perfumaria,36.0,605.0,2.0,100.0,20.0,20.0,20.0
41376d63d4c45fe6c7407e838a2befa3,brinquedos,53.0,302.0,2.0,4000.0,30.0,45.0,25.0
8784c4d113e30be2fb64b69be0551b30,papelaria,58.0,381.0,3.0,1500.0,38.0,30.0,28.0
e848fe43501928495138fd67b3e70968,telefonia,51.0,1387.0,1.0,150.0,18.0,6.0,12.0
36945ab7b40f69883323c9be517b640d,papelaria,59.0,381.0,4.0,5450.0,26.0,30.0,28.0
2669a9fe1aaf6cb29071f8f866014afc,audio,60.0,619.0,4.0,450.0,17.0,8.0,12.0
a3c6e207e106b9ccc0b813a7a0932530,perfumaria,43.0,370.0,1.0,1200.0,33.0,13.0,14.0
2155593e689475e40e4c8b93143c0287,brinquedos,55.0,418.0,3.0,712.0,47.0,13.0,32.0
289eec3989226cd68c6455416caaedc5,brinquedos,42.0,1158.0,4.0,3200.0,29.0,29.0,33.0
9c33575aa341a769bf00ea6e3cd12e6f,telefonia,58.0,110.0,1.0,200.0,19.0,4.0,11.0
ff01ba3d3676dd02937fd007e3f4e992,papelaria,54.0,755.0,4.0,200.0,16.0,5.0,12.0
36cc61b419c27c77c4b711ba7edfb31f,automotivo,58.0,727.0,4.0,2375.0,37.0,26.0,22.0
e0d472a0e85ecfc7d8297c8bac6eb403,papelaria,57.0,816.0,5.0,650.0,25.0,25.0,25.0
0a18ef4868095d4c83357e58020e3397,telefonia,53.0,612.0,4.0,175.0,22.0,4.0,12.0
5394ae82e1a999100e77919180d090cf,automotivo,47.0,177.0,1.0,300.0,18.0,10.0,12.0
5df6b48d02fedad4728b254cfcff3cc7,telefonia,25.0,178.0,2.0,150.0,16.0,4.0,13.0
7d873ae7ba4e637167c1a8d544bd6af8,bebidas,26.0,742.0,1.0,1700.0,25.0,25.0,25.0
1fc4d10c30db884f34f1b8388731b021,brinquedos,44.0,2178.0,7.0,900.0,35.0,8.0,35.0
aceab7cb5e3cc8e531d7e0fc7c4cbffc,automotivo,51.0,840.0,1.0,3400.0,45.0,20.0,45.0
25ad74f6f8a136a7b4672dd71fc068cb,bebes,41.0,815.0,1.0,1100.0,28.0,17.0,25.0
8852d1878bd27d8e1fe4e403c2a0100d,climatizacao,58.0,793.0,1.0,6867.0,39.0,48.0,42.0
521527593ca1726b992318e034dd5690,perfumaria,30.0,138.0,1.0,150.0,22.0,7.0,16.0
a00a22560435cc439faf6163eabc1ef8,telefonia,44.0,351.0,3.0,75.0,18.0,3.0,12.0
afb4b687981fad8723f84510c57c84bb,papelaria,58.0,649.0,2.0,450.0,25.0,15.0,28.0
bb390f8ba6aad7fa1f1be418d7838beb,eletrodomesticos,60.0,631.0,1.0,13800.0,35.0,46.0,35.0
555fb1933a0229450e7c01860a394dd4,telefonia,59.0,777.0,6.0,350.0,17.0,4.0,12.0
4b5df063d69ffafb87c279672ecb4191,bebes,54.0,343.0,2.0,3550.0,37.0,22.0,40.0
c12e49e47562c48e7c81b75e59f91cbf,brinquedos,47.0,782.0,2.0,1400.0,40.0,41.0,42.0
696cff7cfa8bff8ea511a524d81f6343,papelaria,34.0,292.0,3.0,500.0,30.0,52.0,20.0
4299211de0fa49785bb3115aa2b25c61,brinquedos,44.0,956.0,3.0,200.0,20.0,25.0,25.0
32a34bd511db826f5e715e0d5870cbbe,automotivo,43.0,376.0,2.0,150.0,18.0,6.0,16.0
38947803f4effe2c45539bd71b509529,brinquedos,51.0,774.0,2.0,2633.0,37.0,20.0,29.0
fde84a599b4b96ce7eef9109caece04b,automotivo,45.0,660.0,1.0,100.0,20.0,2.0,15.0
8fc31e1c7f966b5262cfcc89e159d9a7,papelaria,34.0,740.0,2.0,250.0,20.0,10.0,15.0
3ffc8b6c3ae2afbf307cbd802bfb5e4c,bebes,52.0,233.0,1.0,8950.0,41.0,40.0,40.0
8ea6651a5fee129653198012abdd4185,bebes,30.0,878.0,1.0,1400.0,44.0,6.0,36.0
1cf4209f5358de32c5cae2c2dbb84aed,telefonia,54.0,596.0,2.0,350.0,17.0,4.0,12.0
3a4db42aea95097b7a616b36f21d143f,papelaria,56.0,225.0,1.0,1000.0,33.0,32.0,38.0
03d4805d42e229c0fb34e5eb7fee281f,automotivo,60.0,1149.0,5.0,1525.0,68.0,9.0,35.0
3c169334e3cd4e710ef729a014d38b2a,brinquedos,49.0,1363.0,2.0,700.0,31.0,6.0,25.0
b92ae71eeca0ece0cd18e4b0939bcaad,climatizacao,60.0,805.0,1.0,16000.0,45.0,32.0,23.0
3ac282e271aaf2c48bc21254dd611285,perfumaria,50.0,718.0,4.0,500.0,23.0,9.0,19.0
60432892a0fbbe1ce188be6248a9b5fd,automotivo,59.0,143.0,2.0,50.0,16.0,10.0,11.0
b747afd3c2016cf855c41d55385a0ce0,bebes,31.0,282.0,2.0,100.0,20.0,6.0,15.0
cc1b5f3a64b4f452bdf5473f10dc6aaf,perfumaria,28.0,318.0,2.0,388.0,19.0,12.0,14.0
ce3f4e32708399e3b18c71120beff50e,perfumaria,34.0,723.0,1.0,650.0,16.0,13.0,16.0
1b2a140e2ec204144f52c2d74eafbd98,bebes,41.0,353.0,4.0,950.0,38.0,14.0,37.0
dcdf0ea8fa671dc311eeb3c391b5a4aa,perfumaria,49.0,201.0,1.0,350.0,21.0,13.0,20.0
aa68f61c9b2dbcd9cce6c45e80dfbff7,eletronicos,42.0,101.0,1.0,100.0,22.0,5.0,14.0
aed5efaf7a7554165f61fd016846916f,automotivo,58.0,897.0,3.0,150.0,24.0,2.0,17.0
0d1d766e7cdd4a724e9ea9a18e5177bb,telefonia,49.0,1948.0,2.0,700.0,23.0,6.0,15.0
f2a76781f22caf64ef56f2c87889e12a,bebes,60.0,848.0,5.0,700.0,50.0,5.0,40.0
ff7cbf1b6efcbdb616eaf4e90ca7a467,telefonia,51.0,89.0,1.0,100.0,18.0,6.0,11.0
5a2f62420bd55b28cdc512cd79263c73,perfumaria,45.0,972.0,2.0,100.0,16.0,11.0,14.0
12e2d17d42cd9d770771fb08675a870d,papelaria,48.0,432.0,4.0,1525.0,25.0,34.0,37.0
dfd89cc18585fdede243c6bd6a8c4201,bebes,41.0,1011.0,1.0,600.0,24.0,13.0,18.0
ac480ada5f06d9024eae2c6dd9de4c74,perfumaria,26.0,138.0,1.0,200.0,20.0,7.0,20.0
5d89f81b3fa14d26922c2bfa804e8a38,papelaria,50.0,970.0,5.0,750.0,16.0,10.0,50.0
52de0484c8791bf5bf92748455652d10,telefonia,59.0,549.0,2.0,200.0,16.0,13.0,11.0
f2c2428aeb3fd0a6327905225c1c2444,eletroportateis,55.0,661.0,1.0,17800.0,40.0,68.0,40.0
0bdc4af29a51151df496d686dbce59a8,perfumaria,27.0,475.0,3.0,200.0,16.0,16.0,16.0
9e25ada324eae24218829873a10d95ee,automotivo,49.0,278.0,6.0,850.0,17.0,17.0,15.0
87b73d2916d30401b87dff20844af6db,perfumaria,49.0,1235.0,2.0,250.0,16.0,16.0,16.0
15873878161dd60a2de39df25443080e,brinquedos,60.0,1008.0,4.0,300.0,25.0,35.0,20.0
0f679de41005ce40722b43993df839e0,eletronicos,36.0,1755.0,2.0,3717.0,30.0,14.0,34.0
54fa56379393bc8cba2e5cbf558aa2fc,perfumaria,45.0,193.0,1.0,200.0,17.0,9.0,20.0
d8c116c1f77298f5291022b0225b2883,papelaria,60.0,593.0,2.0,200.0,18.0,12.0,22.0
47fb043ed62be785ecb7a5e30c7787d4,climatizacao,59.0,1950.0,2.0,200.0,21.0,8.0,17.0
1eb30ad5e28de3838ccc658fa4eec948,brinquedos,50.0,233.0,1.0,400.0,45.0,15.0,35.0
300a6327ab13de0f4e0d3ec3270df6a3,eletronicos,52.0,610.0,1.0,200.0,21.0,7.0,14.0
596bcac386727c4440b2c62434621e1d,automotivo,46.0,1624.0,3.0,750.0,25.0,17.0,20.0
c10426af8413edc42015b10a76b43651,perfumaria,50.0,551.0,2.0,2200.0,35.0,5.0,27.0
9cf9eb93f5d26169e4ced03e1ae55697,automotivo,60.0,700.0,1.0,100.0,32.0,2.0,24.0
